"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C95738","treatment","CDK4","ONCOGENE",3,0
"C95738","treatment","CCND1","ONCOGENE",3,0
"C95738","treatment","ESR1","ONCOGENE",3,0
"C95738","treatment","MYC","ONCOGENE",3,0
"C95738","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C95738","treatment","BCL2","ONCOGENE",3,0
"C95738","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C95738","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C95738","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C95738","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C95738","treatment","AR","ONCOGENE",3,0
"C95738","treatment","MAP2K1","ONCOGENE",1,-1
"C95738","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C95742","treatment","PRKCB","ONCOGENE",3,0
"C95742","treatment","PIK3CB","ONCOGENE",3,-1
"C95742","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95742","treatment","PIK3CA","ONCOGENE",3,-1
"C95755","treatment","CXCR4","ONCOGENE",1,-1
"C95755","treatment","GNAQ","ONCOGENE",2,-1
"C95755","treatment","PLCB4","ONCOGENE",3,1
"C95755","treatment","GNA11","ONCOGENE",2,-1
"C95768","treatment","AKT1","ONCOGENE",3,0
"C95768","treatment","MTOR","ONCOGENE",3,0
"C95768","treatment","RAC1","ONCOGENE",3,0
"C95768","treatment","VAV1","ONCOGENE",3,0
"C95768","treatment","PIK3CA","ONCOGENE",2,0
"C95768","treatment","PIK3CB","ONCOGENE",2,0
"C95768","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C95781","treatment","IL6ST","ONCOGENE",2,-1
"C95781","treatment","JAK3","ONCOGENE",3,1
"C95781","treatment","STAT6","ONCOGENE",3,-1
"C95781","treatment","LIFR","ONCOGENE",2,-1
"C95781","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95781","treatment","NRAS","ONCOGENE",3,1
"C95781","treatment","PIK3CA","ONCOGENE",3,-1
"C95781","treatment","PIK3CB","ONCOGENE",3,-1
"C95781","treatment","HRAS","ONCOGENE",3,1
"C95781","treatment","KRAS","ONCOGENE",3,1
"C95781","treatment","IL7R","ONCOGENE",2,-1
"C95781","treatment","RELA","ONCOGENE",3,1
"C95781","treatment","IFNAR1","TUMOUR SUPPRESSOR",2,-1
"C95781","treatment","PTPN11","ONCOGENE",3,-1
"C95781","treatment","IFNGR1","TUMOUR SUPPRESSOR",2,-1
"C95784","treatment","CASP8","TUMOUR SUPPRESSOR",3,1
"C95784","treatment","CASP8","TUMOUR SUPPRESSOR",2,0
"C95788","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95788","treatment","RAC1","ONCOGENE",3,1
"C95788","treatment","MTOR","ONCOGENE",3,1
"C95788","treatment","AKT1","ONCOGENE",3,0
"C95788","treatment","VAV1","ONCOGENE",3,0
"C95788","treatment","NRAS","ONCOGENE",2,-1
"C95788","treatment","PIK3CB","ONCOGENE",3,1
"C95788","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95788","treatment","RALGDS","ONCOGENE",3,-1
"C95788","treatment","BRAF","ONCOGENE",3,-1
"C95788","treatment","RAF1","ONCOGENE",3,-1
"C95788","treatment","PIK3CA","ONCOGENE",3,1
"C95788","treatment","ARAF","ONCOGENE",3,-1
"C95788","treatment","STAT6","ONCOGENE",3,0
"C95788","treatment","PTPN11","ONCOGENE",3,-1
"C95788","treatment","PIK3CA","ONCOGENE",2,-1
"C95788","treatment","JAK3","ONCOGENE",2,-1
"C95788","treatment","PIK3CB","ONCOGENE",2,-1
"C95788","treatment","CCND2","ONCOGENE",3,1
"C95788","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C95788","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95788","treatment","MYC","ONCOGENE",3,1
"C95788","treatment","CCND3","ONCOGENE",3,1
"C95788","treatment","CCND1","ONCOGENE",3,1
"C95788","treatment","BCL2","ONCOGENE",3,1
"C95788","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C95788","treatment","HRAS","ONCOGENE",2,-1
"C95788","treatment","KRAS","ONCOGENE",2,-1
"C95794","treatment","JAK3","ONCOGENE",3,1
"C95794","treatment","STAT6","ONCOGENE",3,1
"C95794","treatment","RELA","ONCOGENE",3,1
"C95794","treatment","IL6ST","ONCOGENE",2,-1
"C95794","treatment","IFNAR1","TUMOUR SUPPRESSOR",2,-1
"C95794","treatment","PIK3CB","ONCOGENE",3,1
"C95794","treatment","PIK3CA","ONCOGENE",3,1
"C95794","treatment","PTPN11","ONCOGENE",3,1
"C95794","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95794","treatment","IL7R","ONCOGENE",2,-1
"C95794","treatment","IFNGR1","TUMOUR SUPPRESSOR",2,-1
"C95794","treatment","NRAS","ONCOGENE",3,1
"C95794","treatment","HRAS","ONCOGENE",3,1
"C95794","treatment","KRAS","ONCOGENE",3,1
"C95794","treatment","CSF3R","ONCOGENE",2,-1
"C95794","treatment","JAK3","ONCOGENE",2,-1
"C95795","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C95795","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C95795","treatment","DAXX","TUMOUR SUPPRESSOR",3,-1
"C95795","treatment","TGFBR2","TUMOUR SUPPRESSOR",3,0
"C95795","treatment","SMAD4","TUMOUR SUPPRESSOR",3,0
"C95797","treatment","PIK3CA","ONCOGENE",2,-1
"C95797","treatment","MTOR","ONCOGENE",3,1
"C95797","treatment","RAC1","ONCOGENE",3,1
"C95797","treatment","AKT1","ONCOGENE",3,0
"C95797","treatment","VAV1","ONCOGENE",3,0
"C95797","treatment","PIK3CB","ONCOGENE",3,-1
"C95797","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95797","treatment","PIK3CA","ONCOGENE",3,-1
"C95797","treatment","PRKCB","ONCOGENE",3,0
"C95797","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95797","treatment","PIK3CB","ONCOGENE",2,-1
"C95797","treatment","KRAS","ONCOGENE",2,-1
"C95797","treatment","BRAF","ONCOGENE",3,-1
"C95797","treatment","ARAF","ONCOGENE",3,-1
"C95797","treatment","RAF1","ONCOGENE",3,-1
"C95797","treatment","RALGDS","ONCOGENE",3,-1
"C95797","treatment","MAPK1","ONCOGENE",3,0
"C95797","treatment","HRAS","ONCOGENE",2,-1
"C95797","treatment","SOS1","ONCOGENE",3,-1
"C95797","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95797","treatment","PDGFRA","ONCOGENE",3,0
"C95797","treatment","PDGFRB","ONCOGENE",3,0
"C95797","treatment","FGFR1","ONCOGENE",3,0
"C95797","treatment","KIT","ONCOGENE",3,0
"C95797","treatment","NTRK1","ONCOGENE",3,0
"C95797","treatment","ERBB2","ONCOGENE",3,0
"C95797","treatment","MET","ONCOGENE",3,0
"C95797","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95797","treatment","FGFR4","ONCOGENE",3,0
"C95797","treatment","EGFR","ONCOGENE",3,0
"C95797","treatment","FGFR2","ONCOGENE",3,0
"C95797","treatment","FGFR3","ONCOGENE",3,0
"C95797","treatment","FLT3","ONCOGENE",3,0
"C95797","treatment","KDR","ONCOGENE",3,0
"C95797","treatment","ERBB3","ONCOGENE",3,0
"C95797","treatment","PLCG1","ONCOGENE",2,-1
"C95797","treatment","NRAS","ONCOGENE",2,-1
"C95797","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95797","treatment","MAP2K1","ONCOGENE",2,-1
"C95797","treatment","CTNNB1","ONCOGENE",2,1
"C95797","treatment","CTNNB1","ONCOGENE",3,1
"C95797","treatment","CCND2","ONCOGENE",3,1
"C95797","treatment","CCND3","ONCOGENE",3,1
"C95797","treatment","TCF7L2","ONCOGENE",3,1
"C95797","treatment","CCND1","ONCOGENE",3,1
"C95797","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C95797","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C95797","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C95798","treatment","PIK3CB","ONCOGENE",3,1
"C95798","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95798","treatment","PIK3CA","ONCOGENE",3,1
"C95798","treatment","KRAS","ONCOGENE",3,0
"C95798","treatment","NRAS","ONCOGENE",3,0
"C95798","treatment","HRAS","ONCOGENE",3,0
"C95798","treatment","CTNNB1","ONCOGENE",3,1
"C95798","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C95798","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C95798","treatment","RAC1","ONCOGENE",3,0
"C95798","treatment","MTOR","ONCOGENE",3,0
"C95798","treatment","RAF1","ONCOGENE",3,0
"C95798","treatment","BRAF","ONCOGENE",3,0
"C95798","treatment","ARAF","ONCOGENE",3,0
"C95798","treatment","RRAS2","ONCOGENE",3,0
"C95798","treatment","PRKCB","ONCOGENE",2,0
"C95801","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C95801","treatment","RAC1","ONCOGENE",3,1
"C95801","treatment","MTOR","ONCOGENE",3,1
"C95801","treatment","AKT1","ONCOGENE",3,0
"C95801","treatment","VAV1","ONCOGENE",3,0
"C95801","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95801","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C95801","treatment","BCL2","ONCOGENE",3,1
"C95801","treatment","CCND3","ONCOGENE",3,1
"C95801","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C95801","treatment","MYC","ONCOGENE",3,1
"C95801","treatment","CCND2","ONCOGENE",3,1
"C95801","treatment","CCND1","ONCOGENE",3,1
"C95801","treatment","STAT6","ONCOGENE",3,0
"C95801","treatment","STAT6","ONCOGENE",2,1
"C95801","treatment","PIK3CA","ONCOGENE",2,1
"C95801","treatment","PIK3CB","ONCOGENE",2,1
"C95801","treatment","PTPN11","ONCOGENE",2,1
"C95801","treatment","SOS1","ONCOGENE",3,1
"C95801","treatment","MAPK1","ONCOGENE",3,0
"C95801","treatment","JAK3","ONCOGENE",1,-1
"C95891","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C95891","treatment","PAK2","ONCOGENE",3,-1
"C95891","treatment","RELA","ONCOGENE",3,0
"C95891","treatment","AKT1","ONCOGENE",2,0
"C95891","treatment","MDM2","ONCOGENE",3,0
"C95891","treatment","MTOR","ONCOGENE",3,0
"C95891","treatment","RAF1","ONCOGENE",3,0
"C95891","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","FOXO1","ONCOGENE",3,0
"C95891","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C95891","treatment","MTOR","ONCOGENE",2,-1
"C95891","treatment","RHOA","ONCOGENE",3,-1
"C95891","treatment","PRKCB","ONCOGENE",3,-1
"C95891","treatment","CLIP1","TUMOUR SUPPRESSOR",3,-1
"C95891","treatment","AKT1","ONCOGENE",3,0
"C95891","treatment","PIK3CA","ONCOGENE",3,1
"C95891","treatment","PIK3CB","ONCOGENE",3,1
"C95891","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95891","treatment","RAC1","ONCOGENE",2,-1
"C95891","treatment","RAC1","ONCOGENE",3,0
"C95891","treatment","VAV1","ONCOGENE",2,0
"C95894","treatment","CREBBP","TUMOUR SUPPRESSOR",1,-1
"C95894","treatment","ERBB3","ONCOGENE",3,-1
"C95894","treatment","KDR","ONCOGENE",3,-1
"C95894","treatment","PDGFRA","ONCOGENE",3,-1
"C95894","treatment","FGFR3","ONCOGENE",3,-1
"C95894","treatment","MET","ONCOGENE",3,-1
"C95894","treatment","FGFR2","ONCOGENE",3,-1
"C95894","treatment","ERBB4","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","FGFR1","ONCOGENE",3,-1
"C95894","treatment","PDGFRB","ONCOGENE",3,-1
"C95894","treatment","KIT","ONCOGENE",3,-1
"C95894","treatment","EGFR","ONCOGENE",3,-1
"C95894","treatment","EPHA2","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","NTRK3","ONCOGENE",3,1
"C95894","treatment","ERBB2","ONCOGENE",3,-1
"C95894","treatment","RET","ONCOGENE",3,1
"C95894","treatment","NTRK1","ONCOGENE",3,-1
"C95894","treatment","FLT3","ONCOGENE",3,-1
"C95894","treatment","FGFR4","ONCOGENE",3,-1
"C95894","treatment","CCND2","ONCOGENE",3,0
"C95894","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","MYC","ONCOGENE",3,0
"C95894","treatment","CCND3","ONCOGENE",3,0
"C95894","treatment","CCND1","ONCOGENE",3,0
"C95894","treatment","BCL2","ONCOGENE",3,0
"C95894","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","STAT6","ONCOGENE",3,0
"C95894","treatment","TP53","TUMOUR SUPPRESSOR",2,0
"C95894","treatment","MDM2","ONCOGENE",3,0
"C95894","treatment","PTEN","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","PPM1D","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","DDB2","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","STAT6","ONCOGENE",2,-1
"C95894","treatment","IL6ST","ONCOGENE",3,-1
"C95894","treatment","IFNAR1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","IFNGR1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","JAK3","ONCOGENE",3,-1
"C95894","treatment","IL7R","ONCOGENE",3,-1
"C95894","treatment","CSF3R","ONCOGENE",3,-1
"C95894","treatment","CDKN1B","TUMOUR SUPPRESSOR",2,-1
"C95894","treatment","CDK4","ONCOGENE",3,0
"C95894","treatment","CDKN1A","TUMOUR SUPPRESSOR",2,-1
"C95894","treatment","PLCG1","ONCOGENE",3,-1
"C95894","treatment","PIK3CB","ONCOGENE",3,-1
"C95894","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","PIK3CA","ONCOGENE",3,-1
"C95894","treatment","BCL2","ONCOGENE",2,-1
"C95894","treatment","EPAS1","ONCOGENE",2,0
"C95894","treatment","EP300","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","CREBBP","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","CTNNB1","ONCOGENE",3,0
"C95894","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","TCF7L2","ONCOGENE",2,0
"C95894","treatment","CTNNB1","ONCOGENE",1,-1
"C95894","treatment","CTNNB1","ONCOGENE",2,-1
"C95894","treatment","TCF7L2","ONCOGENE",3,0
"C95894","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","CCND2","ONCOGENE",2,-1
"C95894","treatment","RB1","TUMOUR SUPPRESSOR",3,-1
"C95894","treatment","CCND3","ONCOGENE",2,-1
"C95894","treatment","CCND1","ONCOGENE",2,-1
"C95894","treatment","CREBBP","TUMOUR SUPPRESSOR",2,1
"C95894","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","EPAS1","ONCOGENE",3,0
"C95894","treatment","EP300","TUMOUR SUPPRESSOR",2,1
"C95894","treatment","SMO","ONCOGENE",3,0
"C95894","treatment","AXIN1","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","AXIN2","TUMOUR SUPPRESSOR",3,0
"C95894","treatment","CDH1","TUMOUR SUPPRESSOR",2,0
"C95896","treatment","KIT","ONCOGENE",1,-1
"C95896","treatment","RAC1","ONCOGENE",3,0
"C95896","treatment","AKT1","ONCOGENE",3,0
"C95896","treatment","MTOR","ONCOGENE",3,1
"C95896","treatment","VAV1","ONCOGENE",3,0
"C95896","treatment","PIK3CB","ONCOGENE",2,-1
"C95896","treatment","CCND2","ONCOGENE",3,1
"C95896","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C95896","treatment","CCND1","ONCOGENE",3,1
"C95896","treatment","MYC","ONCOGENE",3,0
"C95896","treatment","BCL2","ONCOGENE",3,1
"C95896","treatment","CCND3","ONCOGENE",3,1
"C95896","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95896","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C95896","treatment","STAT6","ONCOGENE",3,0
"C95896","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95896","treatment","PIK3CB","ONCOGENE",3,-1
"C95896","treatment","PIK3CA","ONCOGENE",3,-1
"C95896","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95896","treatment","PIK3CA","ONCOGENE",2,-1
"C95896","treatment","SOS1","ONCOGENE",3,-1
"C95896","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95896","treatment","PDGFRA","ONCOGENE",3,0
"C95896","treatment","PDGFRB","ONCOGENE",3,0
"C95896","treatment","FGFR1","ONCOGENE",3,0
"C95896","treatment","KIT","ONCOGENE",3,0
"C95896","treatment","NTRK1","ONCOGENE",3,0
"C95896","treatment","ERBB2","ONCOGENE",3,0
"C95896","treatment","MET","ONCOGENE",3,0
"C95896","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95896","treatment","FGFR4","ONCOGENE",3,0
"C95896","treatment","EGFR","ONCOGENE",3,0
"C95896","treatment","FGFR2","ONCOGENE",3,0
"C95896","treatment","FGFR3","ONCOGENE",3,0
"C95896","treatment","FLT3","ONCOGENE",3,0
"C95896","treatment","KDR","ONCOGENE",3,0
"C95896","treatment","ERBB3","ONCOGENE",3,0
"C95896","treatment","PLCG1","ONCOGENE",2,-1
"C95896","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95896","treatment","PRKCB","ONCOGENE",3,0
"C95896","treatment","KDR","ONCOGENE",1,-1
"C95896","treatment","KRAS","ONCOGENE",3,-1
"C95896","treatment","NRAS","ONCOGENE",3,-1
"C95896","treatment","HRAS","ONCOGENE",3,-1
"C95896","treatment","CTNNB1","ONCOGENE",3,1
"C95896","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C95896","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C95896","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C95896","treatment","PAK2","ONCOGENE",3,-1
"C95896","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C95896","treatment","PDGFRA","ONCOGENE",1,-1
"C95896","treatment","KRAS","ONCOGENE",2,1
"C95896","treatment","BRAF","ONCOGENE",3,1
"C95896","treatment","ARAF","ONCOGENE",3,1
"C95896","treatment","RAF1","ONCOGENE",3,1
"C95896","treatment","RALGDS","ONCOGENE",3,1
"C95896","treatment","NRAS","ONCOGENE",2,1
"C95896","treatment","HRAS","ONCOGENE",2,1
"C95896","treatment","PDGFRB","ONCOGENE",1,-1
"C95896","treatment","FLT3","ONCOGENE",1,-1
"C95896","treatment","CSF3R","ONCOGENE",3,0
"C95920","treatment","PLCB4","ONCOGENE",3,1
"C95920","treatment","GNAQ","ONCOGENE",2,-1
"C95920","treatment","GNA11","ONCOGENE",2,-1
"C96038","treatment","ERBB2","ONCOGENE",1,0
"C96038","treatment","PIK3CA","ONCOGENE",2,0
"C96038","treatment","MTOR","ONCOGENE",3,0
"C96038","treatment","RAC1","ONCOGENE",3,0
"C96038","treatment","AKT1","ONCOGENE",3,0
"C96038","treatment","VAV1","ONCOGENE",3,0
"C96038","treatment","PIK3CB","ONCOGENE",2,0
"C96038","treatment","PLCG1","ONCOGENE",2,0
"C96038","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","PRKCB","ONCOGENE",3,0
"C96038","treatment","SOS1","ONCOGENE",3,0
"C96038","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","PDGFRA","ONCOGENE",3,0
"C96038","treatment","PDGFRB","ONCOGENE",3,0
"C96038","treatment","FGFR1","ONCOGENE",3,0
"C96038","treatment","KIT","ONCOGENE",3,0
"C96038","treatment","NTRK1","ONCOGENE",3,0
"C96038","treatment","ERBB2","ONCOGENE",3,0
"C96038","treatment","MET","ONCOGENE",3,0
"C96038","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","FGFR4","ONCOGENE",3,0
"C96038","treatment","EGFR","ONCOGENE",3,0
"C96038","treatment","FGFR2","ONCOGENE",3,0
"C96038","treatment","FGFR3","ONCOGENE",3,0
"C96038","treatment","FLT3","ONCOGENE",3,0
"C96038","treatment","KDR","ONCOGENE",3,0
"C96038","treatment","ERBB3","ONCOGENE",3,0
"C96038","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C96038","treatment","MAPK1","ONCOGENE",3,0
"C96038","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","PIK3CB","ONCOGENE",3,0
"C96038","treatment","PIK3CA","ONCOGENE",3,0
"C96038","treatment","STAT6","ONCOGENE",3,0
"C96038","treatment","PTPN11","ONCOGENE",3,0
"C96038","treatment","MAP2K1","ONCOGENE",2,0
"C96038","treatment","JAK3","ONCOGENE",2,0
"C96038","treatment","RHOA","ONCOGENE",3,0
"C96038","treatment","CTNNB1","ONCOGENE",2,0
"C96038","treatment","CTNNB1","ONCOGENE",3,0
"C96038","treatment","CCND2","ONCOGENE",3,0
"C96038","treatment","CCND3","ONCOGENE",3,0
"C96038","treatment","TCF7L2","ONCOGENE",3,0
"C96038","treatment","CCND1","ONCOGENE",3,0
"C96038","treatment","CREBBP","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","EP300","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","MAPK1","ONCOGENE",2,0
"C96038","treatment","CDK4","ONCOGENE",3,0
"C96038","treatment","ESR1","ONCOGENE",3,0
"C96038","treatment","MYC","ONCOGENE",3,0
"C96038","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","BCL2","ONCOGENE",3,0
"C96038","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C96038","treatment","AR","ONCOGENE",3,0
"C96194","treatment","GNAS","ONCOGENE",2,1
"C96195","treatment","GNAS","ONCOGENE",2,1
"C96227","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C96227","treatment","PIK3CB","ONCOGENE",3,-1
"C96227","treatment","PIK3CA","ONCOGENE",3,-1
"C96227","treatment","SOS1","ONCOGENE",3,-1
"C96227","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C96227","treatment","PDGFRA","ONCOGENE",3,0
"C96227","treatment","PDGFRB","ONCOGENE",3,0
"C96227","treatment","FGFR1","ONCOGENE",3,0
"C96227","treatment","KIT","ONCOGENE",3,0
"C96227","treatment","NTRK1","ONCOGENE",3,0
"C96227","treatment","ERBB2","ONCOGENE",3,0
"C96227","treatment","MET","ONCOGENE",3,0
"C96227","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C96227","treatment","FGFR4","ONCOGENE",3,0
"C96227","treatment","EGFR","ONCOGENE",3,0
"C96227","treatment","FGFR2","ONCOGENE",3,0
"C96227","treatment","FGFR3","ONCOGENE",3,0
"C96227","treatment","FLT3","ONCOGENE",3,0
"C96227","treatment","KDR","ONCOGENE",3,0
"C96227","treatment","ERBB3","ONCOGENE",3,0
"C96305","treatment","ERBB2","ONCOGENE",3,1
"C96305","treatment","CTNNB1","ONCOGENE",2,-1
"C96305","treatment","CTNNB1","ONCOGENE",3,-1
"C96305","treatment","CCND2","ONCOGENE",3,-1
"C96305","treatment","CCND3","ONCOGENE",3,-1
"C96305","treatment","TCF7L2","ONCOGENE",3,-1
"C96305","treatment","CCND1","ONCOGENE",3,-1
"C96305","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C96305","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C96305","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C96431","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C96432","treatment","ESR1","ONCOGENE",1,1
"C96432","treatment","RARA","ONCOGENE",2,1
"C96432","treatment","MYC","ONCOGENE",3,0
"C96432","treatment","RARA","ONCOGENE",3,1
"C96432","treatment","KRAS","ONCOGENE",3,1
"C96432","treatment","NRAS","ONCOGENE",3,1
"C96432","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C96432","treatment","PIK3CB","ONCOGENE",3,1
"C96432","treatment","HRAS","ONCOGENE",3,1
"C96432","treatment","CTNNB1","ONCOGENE",3,-1
"C96432","treatment","PIK3CA","ONCOGENE",3,1
"C96432","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C96432","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C96432","treatment","RAC1","ONCOGENE",3,0
"C96432","treatment","KDR","ONCOGENE",3,1
"C96432","treatment","FGFR1","ONCOGENE",3,1
"C96432","treatment","FGFR3","ONCOGENE",3,1
"C96432","treatment","ERBB3","ONCOGENE",3,1
"C96432","treatment","EGFR","ONCOGENE",3,1
"C96432","treatment","NTRK1","ONCOGENE",3,1
"C96432","treatment","FLT3","ONCOGENE",3,1
"C96432","treatment","FGFR2","ONCOGENE",3,1
"C96432","treatment","KIT","ONCOGENE",3,1
"C96432","treatment","PDGFRA","ONCOGENE",3,1
"C96432","treatment","MET","ONCOGENE",3,1
"C96432","treatment","ERBB4","TUMOUR SUPPRESSOR",3,1
"C96432","treatment","EPHA2","TUMOUR SUPPRESSOR",3,1
"C96432","treatment","ERBB2","ONCOGENE",3,1
"C96432","treatment","PDGFRB","ONCOGENE",3,1
"C96432","treatment","FGFR4","ONCOGENE",3,1
"C96432","treatment","BIRC3","ONCOGENE",3,-1
"C96432","treatment","BCL2","ONCOGENE",3,-1
"C96432","treatment","MYC","ONCOGENE",2,1
"C96432","treatment","CCND1","ONCOGENE",3,0
"C96432","treatment","CDK4","ONCOGENE",3,0
"C96432","treatment","BCL2","ONCOGENE",2,1
"C96432","treatment","CCND1","ONCOGENE",2,1
